,lat,long,headings,segment_links
38.90565312_-77.0529222,38.90565312,-77.0529222,"[216.44168658730493, 36.440497064406486]","['38.9052539_-77.053301', '38.906052339999995_-77.0525434']"
38.907249199999995_-77.050754,38.907249199999995,-77.050754,"[90.08979435730532, 270.09061460554574]","['38.9072484_-77.050101', '38.90725_-77.051407']"
38.9056525_-77.05916934999999,38.9056525,-77.05916934999999,"[359.41995986013234, 179.4199528888912]","['38.9060791_-77.0591749', '38.9052259_-77.0591638']"
38.9046965_-77.05915264,38.9046965,-77.05915264,[179.06013934612656],['38.9041671_-77.05914148']
38.9041671_-77.05914148,38.9041671,-77.05914148,[179.06013934612656],['38.9036377_-77.05913032']
38.9036377_-77.05913032,38.9036377,-77.05913032,[179.06013934612656],['38.9031083_-77.05911916']
38.9031083_-77.05911916,38.9031083,-77.05911916,[179.06013934612656],['38.9025789_-77.059108']
38.90608305_-77.05864855,38.90608305,-77.05864855,"[89.44714238227385, 269.4478035261325]","['38.906087_-77.0581222', '38.9060791_-77.0591749']"
38.9064633_-77.05918034999999,38.9064633,-77.05918034999999,"[359.3675625845433, 179.36755573879077]","['38.9068475_-77.0591858', '38.9060791_-77.0591749']"
38.906852549999996_-77.05865635,38.906852549999996,-77.05865635,"[89.29741396220857, 269.29807901084666]","['38.9068576_-77.0581269', '38.9068475_-77.0591858']"
38.90725985_-77.05919505,38.90725985,-77.05919505,"[358.9999478795177, 178.99993626037656]","['38.9076722_-77.0592043', '38.9068475_-77.0591858']"
38.90808455_-77.0592126,38.90808455,-77.0592126,"[359.10264860309184, 179.10263817708596]","['38.9084969_-77.0592209', '38.9076722_-77.0592043']"
38.90767925_-77.05867485,38.90767925,-77.05867485,[89.01932891874384],['38.9076863_-77.0581454']
38.908504_-77.05869165,38.908504,-77.05869165,"[89.01199316550742, 269.01265798646034]","['38.9085111_-77.0581624', '38.9084969_-77.0592209']"
38.9109146_-77.05926825,38.9109146,-77.05926825,"[359.323305302722, 179.32329795381747]","['38.9113_-77.0592741', '38.9105292_-77.0592624']"
38.91015385_-77.0592544,38.91015385,-77.0592544,"[179.04985065235815, 359.0498607019713]","['38.9097785_-77.0592464', '38.9105292_-77.0592624']"
38.9105348_-77.05873425,38.9105348,-77.05873425,"[89.21898362158049, 269.21964708993187]","['38.9105404_-77.0582061', '38.9105292_-77.0592624']"
38.9116175_-77.05928035,38.9116175,-77.05928035,"[359.12245933104543, 179.12245147953956]","['38.911935_-77.0592866', '38.9113_-77.0592741']"
38.91224445_-77.0592886,38.91224445,-77.0592886,"[359.7118643554495, 179.7118618429305]","['38.9125539_-77.0592906', '38.911935_-77.0592866']"
38.91256165_-77.0587693,38.91256165,-77.0587693,"[88.90509808853523, 268.905752980562]","['38.9125694_-77.058248', '38.9125539_-77.0592906']"
38.89627436666667_-77.04063323333332,38.89627436666667,-77.04063323333332,[251.18874317015624],['38.89613153333333_-77.04117196666667']
38.89613153333333_-77.04117196666667,38.89613153333333,-77.04117196666667,[251.18874317015624],['38.8959887_-77.0417107']
38.90069725_-77.04947465000001,38.90069725,-77.04947465000001,"[90.24544141876356, 270.24625005903744]","['38.9006951_-77.0488308', '38.9006994_-77.0501185']"
38.9010936_-77.0501163,38.9010936,-77.0501163,"[0.24884548011516472, 180.24884962478782]","['38.9014878_-77.0501141', '38.9006994_-77.0501185']"
38.9014878_-77.0501141,38.9014878,-77.0501141,"[0.24884548011516472, 180.24884962478782]","['38.901882_-77.0501119', '38.9010936_-77.0501163']"
38.901139400000005_-77.05330645000001,38.901139400000005,-77.05330645000001,"[0.4242118551160843, 180.42421706733984]","['38.9015756_-77.0533023', '38.9007032_-77.0533106']"
38.9009688_-77.05378816666666,38.9009688,-77.05378816666666,"[305.5514527948212, 125.55055309065779]","['38.9012344_-77.05426573333334', '38.9007032_-77.0533106']"
38.9012344_-77.05426573333334,38.9012344,-77.05426573333334,"[305.5514527948212, 125.55055309065779]","['38.9015_-77.0547433', '38.9009688_-77.05378816666666']"
38.900703033333336_-77.0528189,38.900703033333336,-77.0528189,"[90.02449198679096, 270.02541830920353]","['38.90070286666666_-77.0523272', '38.9007032_-77.0533106']"
38.90070286666666_-77.0523272,38.90070286666666,-77.0523272,"[90.02449198679096, 270.02541830920353]","['38.9007027_-77.0518355', '38.900703033333336_-77.0528189']"
38.9013296_-77.0422882,38.9013296,-77.0422882,[270.0005534083452],['38.9013296_-77.04287570000001']
38.9013296_-77.04287570000001,38.9013296,-77.04287570000001,[270.0005534083452],['38.9013296_-77.0434632']
38.9018623_-77.04170125,38.9018623,-77.04170125,[359.95396340596153],['38.902395_-77.0417018']
38.90133313333333_-77.04393643333334,38.90133313333333,-77.04393643333334,[270.5501276890486],['38.901336666666666_-77.04440966666667']
38.901336666666666_-77.04440966666667,38.901336666666666,-77.04440966666667,[270.5501276890486],['38.9013402_-77.0448829']
38.9009575_-77.04346460000001,38.9009575,-77.04346460000001,[180.16776592569073],['38.9005854_-77.043466']
38.9005854_-77.043466,38.9005854,-77.043466,[180.16776592569073],['38.9002133_-77.0434674']
38.901499_-77.05438905,38.901499,-77.05438905,"[90.20760585953445, 270.2080507855523]","['38.901498_-77.0540348', '38.9015_-77.0547433']"
38.901802266666664_-77.0542626,38.901802266666664,-77.0542626,[51.06124467841198],['38.902104533333336_-77.0537819']
38.902104533333336_-77.0537819,38.902104533333336,-77.0537819,[51.06124467841198],['38.9024068_-77.0533012']
38.90488283333333_-77.05474803333334,38.90488283333333,-77.05474803333334,"[179.82333710743228, 359.82333987075054]","['38.90451266666667_-77.05474656666667', '38.905253_-77.0547495']"
38.90451266666667_-77.05474656666667,38.90451266666667,-77.05474656666667,"[179.82333710743228, 359.82333987075054]","['38.9041425_-77.0547451', '38.90488283333333_-77.05474803333334']"
38.905250875_-77.05531930000001,38.905250875,-77.05531930000001,[269.7261333713915],['38.90524875_-77.0558891']
38.90524875_-77.0558891,38.90524875,-77.0558891,[269.7261333713915],['38.905246625000004_-77.0564589']
