pano_heading_id,lat,long,has_sun_glare,pano_id,heading,angle_risk,blockage_type
zQAzUOmpkVBYH5hHT6bDiA_143.74829239592793,38.31502098274076,-77.48089389449638,False,zQAzUOmpkVBYH5hHT6bDiA,143.74829239592793,False,none
w0cVgSZjBSNlRdQv7Dh6lg_321.77430522727246,38.31463145833117,-77.48021716150177,False,w0cVgSZjBSNlRdQv7Dh6lg,321.77430522727246,False,none
w0cVgSZjBSNlRdQv7Dh6lg_141.77430522727246,38.31463145833117,-77.48021716150177,False,w0cVgSZjBSNlRdQv7Dh6lg,141.77430522727246,False,none
oXOP3_v6pINzXOtHzRTEiQ_164.05152664179167,38.316565962841416,-77.48348505427273,False,oXOP3_v6pINzXOtHzRTEiQ,164.05152664179167,True,tree
oXOP3_v6pINzXOtHzRTEiQ_344.05152664179167,38.316565962841416,-77.48348505427273,False,oXOP3_v6pINzXOtHzRTEiQ,344.05152664179167,False,none
7W_WIcIaY8ybpKUVQzuENA_178.8097542992959,38.31665336056528,-77.48425348039876,True,7W_WIcIaY8ybpKUVQzuENA,178.8097542992959,True,none
7W_WIcIaY8ybpKUVQzuENA_358.8097542992959,38.31665336056528,-77.48425348039876,False,7W_WIcIaY8ybpKUVQzuENA,358.8097542992959,False,none
UAydy8Rwfr5sPt34G2hh1g_313.85025185922456,38.31602467437778,-77.48434080873726,False,UAydy8Rwfr5sPt34G2hh1g,313.85025185922456,False,none
UAydy8Rwfr5sPt34G2hh1g_133.85025185922456,38.31602467437778,-77.48434080873726,False,UAydy8Rwfr5sPt34G2hh1g,133.85025185922456,False,none
6N-Xo9ksY7D6aNuxT26Y9Q_313.1801555990671,38.31542832958393,-77.48361069748316,False,6N-Xo9ksY7D6aNuxT26Y9Q,313.1801555990671,False,none
6N-Xo9ksY7D6aNuxT26Y9Q_133.18015559906712,38.31542832958393,-77.48361069748316,False,6N-Xo9ksY7D6aNuxT26Y9Q,133.18015559906712,False,none
W6GoI4OtOM7peUnSbFq04A_324.2432067481424,38.31490907444236,-77.48282714114914,False,W6GoI4OtOM7peUnSbFq04A,324.2432067481424,False,none
W6GoI4OtOM7peUnSbFq04A_144.24320674814243,38.31490907444236,-77.48282714114914,False,W6GoI4OtOM7peUnSbFq04A,144.24320674814243,False,none
dMnDj1kF_i2Tz6kp7bWTCg_323.61501643888244,38.314433546455824,-77.4820132710921,False,dMnDj1kF_i2Tz6kp7bWTCg,323.61501643888244,False,none
dMnDj1kF_i2Tz6kp7bWTCg_143.61501643888244,38.314433546455824,-77.4820132710921,False,dMnDj1kF_i2Tz6kp7bWTCg,143.61501643888244,False,none
O4h9OXVsKRpNbMnqP0WE5g_323.0887106444471,38.31396832940572,-77.48119339037375,False,O4h9OXVsKRpNbMnqP0WE5g,323.0887106444471,False,none
O4h9OXVsKRpNbMnqP0WE5g_143.08871064444708,38.31396832940572,-77.48119339037375,False,O4h9OXVsKRpNbMnqP0WE5g,143.08871064444708,False,none
Rh6AyL1TuxxrnjjXnLDB-w_186.89309770289975,38.31663130330944,-77.48568993368042,True,Rh6AyL1TuxxrnjjXnLDB-w,186.89309770289975,True,none
Rh6AyL1TuxxrnjjXnLDB-w_4.8326079872384184,38.31663130330944,-77.48568993368042,False,Rh6AyL1TuxxrnjjXnLDB-w,4.8326079872384184,False,none
O-VCwuHbV4ZWb7Ztwjdm5g_359.3881496150466,38.31565088700107,-77.4968151188417,False,O-VCwuHbV4ZWb7Ztwjdm5g,359.3881496150466,False,none
7px8v41nkN9PlqSF4mJOKA_189.51836953066254,38.31395293876509,-77.5010118575948,True,7px8v41nkN9PlqSF4mJOKA,189.51836953066254,True,none
7px8v41nkN9PlqSF4mJOKA_9.51836953066254,38.31395293876509,-77.5010118575948,False,7px8v41nkN9PlqSF4mJOKA,9.51836953066254,False,none
k7ldaDwM5UbonK5_82EWFg_191.80961291344352,38.31385849580907,-77.50171512137536,True,k7ldaDwM5UbonK5_82EWFg,191.80961291344352,True,none
k7ldaDwM5UbonK5_82EWFg_11.809612913443516,38.31385849580907,-77.50171512137536,False,k7ldaDwM5UbonK5_82EWFg,11.809612913443516,False,none
2SwSlYY7_6KN-30cCCjftg_276.40543373651235,38.31348412320509,-77.50213081035804,False,2SwSlYY7_6KN-30cCCjftg,276.40543373651235,False,none
2SwSlYY7_6KN-30cCCjftg_96.40543373651235,38.31348412320509,-77.50213081035804,False,2SwSlYY7_6KN-30cCCjftg,96.40543373651235,False,none
XApnz0mVWXEeLsa_z4n8cw_27.758255176712396,38.31479560899937,-77.50012356817835,False,XApnz0mVWXEeLsa_z4n8cw,27.758255176712396,False,none
vQp-dmYIRpt2uwXTP10Ivg_27.759596830327098,38.315113238676126,-77.49935434489502,False,vQp-dmYIRpt2uwXTP10Ivg,27.759596830327098,False,none
HjmDEJQXVklkC9CkJVh_Xw_21.27169305150528,38.315417469234994,-77.49858010832193,False,HjmDEJQXVklkC9CkJVh_Xw,21.27169305150528,False,none
xsubhY1ka6ZVuqT5W7qKHg_317.31843588718976,38.31076351726169,-77.50885674387294,False,xsubhY1ka6ZVuqT5W7qKHg,317.31843588718976,False,none
xsubhY1ka6ZVuqT5W7qKHg_135.3150596133803,38.31076351726169,-77.50885674387294,False,xsubhY1ka6ZVuqT5W7qKHg,135.3150596133803,False,none
CAoSLEFGMVFpcE5aWmlpQjEwM3BZUzZWWWlMTUxaTFlEMnRPRV9YaTZnbk9sY1l6_38.552864794115465,38.31165815490585,-77.50857628546264,False,CAoSLEFGMVFpcE5aWmlpQjEwM3BZUzZWWWlMTUxaTFlEMnRPRV9YaTZnbk9sY1l6,38.552864794115465,False,none
BWux2oiiJe4UJtEF9QXL7w_14.697094826207604,38.308941694123135,-77.51408859691583,False,BWux2oiiJe4UJtEF9QXL7w,14.697094826207604,False,none
F9-U3GonN_VZfgXj1bxyiA_48.566119173199695,38.3090051886743,-77.51418943118851,False,F9-U3GonN_VZfgXj1bxyiA,48.566119173199695,False,none
h1wz5l2u60P9zN_BS2lsSA_61.04827748651428,38.30793680472,-77.51505245365948,False,h1wz5l2u60P9zN_BS2lsSA,61.04827748651428,False,none
eAQ8A__u8xTv6GaVZnKK7Q_3.591316084029984,38.3164602987379,-77.49888844931256,False,eAQ8A__u8xTv6GaVZnKK7Q,3.591316084029984,False,none
eAQ8A__u8xTv6GaVZnKK7Q_186.97381740573223,38.3164602987379,-77.49888844931256,True,eAQ8A__u8xTv6GaVZnKK7Q,186.97381740573223,True,none
ALJvSWRxKMJrzUqHJxRBYw_98.60765150098837,38.31615713189396,-77.50053336584389,False,ALJvSWRxKMJrzUqHJxRBYw,98.60765150098837,False,none
ALJvSWRxKMJrzUqHJxRBYw_278.60765150098837,38.31615713189396,-77.50053336584389,False,ALJvSWRxKMJrzUqHJxRBYw,278.60765150098837,False,none
A2iv5fUv0zvsg44UL26-Aw_64.70268217885831,38.31694673901966,-77.5004102408041,False,A2iv5fUv0zvsg44UL26-Aw,64.70268217885831,False,none
A2iv5fUv0zvsg44UL26-Aw_244.7026821788583,38.31694673901966,-77.5004102408041,False,A2iv5fUv0zvsg44UL26-Aw,244.7026821788583,False,none
tARECV36EwgbiAtLVsqxMg_296.6949342580591,38.31577477759007,-77.49958240388429,False,tARECV36EwgbiAtLVsqxMg,296.6949342580591,False,none
tARECV36EwgbiAtLVsqxMg_113.75085548274154,38.31577477759007,-77.49958240388429,False,tARECV36EwgbiAtLVsqxMg,113.75085548274154,False,none
sx5ABbVN43W_wFPhf8aevg_34.036964933991385,38.28415644930337,-77.45938770883156,False,sx5ABbVN43W_wFPhf8aevg,34.036964933991385,False,none
sx5ABbVN43W_wFPhf8aevg_213.95858282863,38.28415644930337,-77.45938770883156,False,sx5ABbVN43W_wFPhf8aevg,213.95858282863,False,none
6YzmK7VcXep2exjk5qKBvg_172.6807905963172,38.28360062506725,-77.4605080149946,True,6YzmK7VcXep2exjk5qKBvg,172.6807905963172,True,none
6YzmK7VcXep2exjk5qKBvg_352.6807905963172,38.28360062506725,-77.4605080149946,False,6YzmK7VcXep2exjk5qKBvg,352.6807905963172,False,none
lz5aXzGkq5JIgXu0YaipFw_94.96808316526659,38.284169499814986,-77.46081493799605,False,lz5aXzGkq5JIgXu0YaipFw,94.96808316526659,False,none
lz5aXzGkq5JIgXu0YaipFw_274.96808316526653,38.284169499814986,-77.46081493799605,False,lz5aXzGkq5JIgXu0YaipFw,274.96808316526653,False,none
fWYXrxp91GuwCbIp3k-iYg_94.24262756759617,38.2849071652299,-77.46089419203344,False,fWYXrxp91GuwCbIp3k-iYg,94.24262756759617,False,none
fWYXrxp91GuwCbIp3k-iYg_274.2426275675962,38.2849071652299,-77.46089419203344,False,fWYXrxp91GuwCbIp3k-iYg,274.2426275675962,False,none
vhKzw4b__0DJci0MhTB1QA_93.5086879141528,38.28644609837407,-77.46009667807631,False,vhKzw4b__0DJci0MhTB1QA,93.5086879141528,False,none
vhKzw4b__0DJci0MhTB1QA_273.9427519621963,38.28644609837407,-77.46009667807631,False,vhKzw4b__0DJci0MhTB1QA,273.9427519621963,False,none
qgrMYBzlRszuT9-iy4UU1w_118.2648521989268,38.29553213847888,-77.46313321844202,False,qgrMYBzlRszuT9-iy4UU1w,118.2648521989268,False,none
qgrMYBzlRszuT9-iy4UU1w_297.9778212358235,38.29553213847888,-77.46313321844202,False,qgrMYBzlRszuT9-iy4UU1w,297.9778212358235,False,none
UEq975kisNka_NF1vboRMQ_37.82328281422997,38.29633631632306,-77.46276734950638,False,UEq975kisNka_NF1vboRMQ,37.82328281422997,False,none
UEq975kisNka_NF1vboRMQ_217.82328281422997,38.29633631632306,-77.46276734950638,False,UEq975kisNka_NF1vboRMQ,217.82328281422997,False,none
rTWpjwN6jZ1PkScTP6fMoA_41.58534027279228,38.29673545707701,-77.46213088214583,False,rTWpjwN6jZ1PkScTP6fMoA,41.58534027279228,False,none
rTWpjwN6jZ1PkScTP6fMoA_221.58534027279228,38.29673545707701,-77.46213088214583,False,rTWpjwN6jZ1PkScTP6fMoA,221.58534027279228,False,none
NHKyCetVHGNnnLaIHF8Dgg_258.0183639336175,38.3183642227002,-77.47147956300135,False,NHKyCetVHGNnnLaIHF8Dgg,258.0183639336175,False,none
NHKyCetVHGNnnLaIHF8Dgg_78.71518752279508,38.3183642227002,-77.47147956300135,False,NHKyCetVHGNnnLaIHF8Dgg,78.71518752279508,False,none
tgzXGEQ0kUhVVpiLv61a2w_168.98111421321715,38.31922055383554,-77.47222515607064,True,tgzXGEQ0kUhVVpiLv61a2w,168.98111421321715,True,none
tgzXGEQ0kUhVVpiLv61a2w_347.2468654622078,38.31922055383554,-77.47222515607064,False,tgzXGEQ0kUhVVpiLv61a2w,347.2468654622078,False,none
n8PqX_SHurY6DLWRaM08oQ_115.9342071371467,38.28076407316241,-77.4875581190049,False,n8PqX_SHurY6DLWRaM08oQ,115.9342071371467,False,none
n8PqX_SHurY6DLWRaM08oQ_283.6874652162103,38.28076407316241,-77.4875581190049,False,n8PqX_SHurY6DLWRaM08oQ,283.6874652162103,False,none
KD1MiYQjxByAh7P9yAEPjQ_352.51936091202344,38.27995197510976,-77.48677866743789,False,KD1MiYQjxByAh7P9yAEPjQ,352.51936091202344,False,none
KD1MiYQjxByAh7P9yAEPjQ_172.51936091202344,38.27995197510976,-77.48677866743789,True,KD1MiYQjxByAh7P9yAEPjQ,172.51936091202344,True,none
sqKhm-yOfbHftjE6BH6vdA_351.2297255965736,38.279878910721294,-77.48603966281297,False,sqKhm-yOfbHftjE6BH6vdA,351.2297255965736,False,none
sqKhm-yOfbHftjE6BH6vdA_171.2297255965736,38.279878910721294,-77.48603966281297,True,sqKhm-yOfbHftjE6BH6vdA,171.2297255965736,True,none
Ioe9WD8wnz0DMBctmefLmg_245.2875342685025,38.27942773943836,-77.48563921850761,False,Ioe9WD8wnz0DMBctmefLmg,245.2875342685025,False,none
Ioe9WD8wnz0DMBctmefLmg_65.2875342685025,38.27942773943836,-77.48563921850761,False,Ioe9WD8wnz0DMBctmefLmg,65.2875342685025,False,none
JHFl0UohdedEcN9tR_j4Nw_228.60644311800505,38.279894249161785,-77.48798612186788,False,JHFl0UohdedEcN9tR_j4Nw,228.60644311800505,False,none
JHFl0UohdedEcN9tR_j4Nw_43.85276871535905,38.279894249161785,-77.48798612186788,False,JHFl0UohdedEcN9tR_j4Nw,43.85276871535905,False,none
